"","team_name","team_num"
"1","NE",1
"2","BUF",2
"3","WAS",3
"4","TEN",4
"5","HOU",5
"6","DET",6
"7","CLE",7
"8","CHI",8
"9","CIN",9
"10","LA",10
"11","SF",11
"12","GB",12
"13","DAL",13
"14","MIN",14
"15","DEN",15
"16","BAL",16
"17","TB",17
"18","PIT",18
"19","NO",19
"20","KC",20
"21","JAX",21
"22","IND",22
"23","CAR",23
"24","OAK",24
"25","LAC",25
"26","SEA",26
"27","ATL",27
"28","NYG",28
"29","PHI",29
"30","NYJ",30
"31","ARI",31
"32","MIA",32
