"","team_name","team_num"
"1","DEN",1
"2","BUF",2
"3","PIT",3
"4","NO",4
"5","NYJ",5
"6","JAX",6
"7","CAR",7
"8","CHI",8
"9","CLE",9
"10","DET",10
"11","IND",11
"12","SF",12
"13","LA",13
"14","DAL",14
"15","WAS",15
"16","LAC",16
"17","NE",17
"18","ATL",18
"19","PHI",19
"20","KC",20
"21","HOU",21
"22","GB",22
"23","BAL",23
"24","TB",24
"25","ARI",25
"26","OAK",26
"27","NYG",27
"28","SEA",28
"29","CIN",29
"30","TEN",30
"31","MIN",31
"32","MIA",32
