"","team_name","team_num"
"1","SEA",1
"2","ATL",2
"3","LA",3
"4","PIT",4
"5","PHI",5
"6","NYJ",6
"7","BAL",7
"8","CHI",8
"9","HOU",9
"10","KC",10
"11","MIA",11
"12","TB",12
"13","DAL",13
"14","DEN",14
"15","DET",15
"16","ARI",16
"17","BUF",17
"18","WAS",18
"19","TEN",19
"20","NYG",20
"21","MIN",21
"22","CLE",22
"23","CIN",23
"24","CAR",24
"25","LAC",25
"26","OAK",26
"27","GB",27
"28","SF",28
"29","IND",29
"30","NO",30
"31","JAX",31
"32","NE",32
