"","team_name","team_num"
"1","PHI",1
"2","BAL",2
"3","NYG",3
"4","NO",4
"5","NE",5
"6","MIN",6
"7","MIA",7
"8","IND",8
"9","CLE",9
"10","LAC",10
"11","DEN",11
"12","CAR",12
"13","ARI",13
"14","GB",14
"15","DET",15
"16","OAK",16
"17","CIN",17
"18","ATL",18
"19","WAS",19
"20","TEN",20
"21","TB",21
"22","PIT",22
"23","NYJ",23
"24","BUF",24
"25","SF",25
"26","LA",26
"27","JAX",27
"28","DAL",28
"29","CHI",29
"30","HOU",30
"31","KC",31
"32","SEA",32
