"","game_id","home_team","winning_team","losing_team","diff_abs","week"
"1",2009091000,"PIT",1,19,0.5,1
"2",2009091300,"ATL",10,30,9.5,1
"3",2009091301,"BAL",9,22,12.5,1
"4",2009091302,"CAR",20,8,28.5,1
"5",2009091303,"CIN",27,7,7.5,1
"6",2009091304,"CLE",31,2,17.5,1
"7",2009091305,"HOU",21,5,20.5,1
"8",2009091306,"IND",23,6,0.5,1
"9",2009091307,"NO",3,17,16.5,1
"10",2009091308,"TB",29,4,15.5,1
"11",2009091309,"ARI",24,11,6.5,1
"12",2009091310,"NYG",13,18,2.5,1
"13",2009091311,"SEA",12,32,25.5,1
"14",2009091312,"GB",14,28,3.5,1
"15",2009091400,"NE",25,15,0.5,1
"16",2009091401,"OAK",26,16,6.5,1
"17",2009092000,"ATL",10,8,5.5,2
"18",2009092001,"DET",31,17,16.5,2
"19",2009092002,"GB",7,14,10.5,2
"20",2009092003,"JAX",11,23,15.5,2
"21",2009092004,"KC",16,22,5.5,2
"22",2009092005,"NYJ",21,15,4.5,2
"23",2009092006,"PHI",3,20,27.5,2
"24",2009092007,"TEN",5,19,5.5,2
"25",2009092008,"WAS",32,18,0.5,2
"26",2009092009,"BUF",25,4,9.5,2
"27",2009092010,"SF",24,12,10.5,2
"28",2009092011,"CHI",28,1,0.5,2
"29",2009092012,"DEN",27,2,18.5,2
"30",2009092013,"LAC",9,26,7.5,2
"31",2009092014,"DAL",13,29,3.5,2
"32",2009092100,"MIA",6,30,6.5,2
"33",2009092700,"BAL",9,2,28.5,3
"34",2009092701,"CIN",7,1,0.5,3
"35",2009092702,"DET",17,18,2.5,3
"36",2009092703,"HOU",23,5,9.5,3
"37",2009092704,"MIN",31,24,1.5,3
"38",2009092705,"NE",15,10,13.5,3
"39",2009092706,"PHI",20,22,17.5,3
"40",2009092707,"LA",14,32,21.5,3
"41",2009092708,"TB",13,4,26.5,3
"42",2009092709,"BUF",3,25,22.5,3
"43",2009092710,"SEA",28,12,8.5,3
"44",2009092711,"NYJ",21,19,4.5,3
"45",2009092712,"OAK",27,16,22.5,3
"46",2009092713,"LAC",26,30,6.5,3
"47",2009092714,"ARI",6,11,23.5,3
"48",2009092800,"DAL",29,8,9.5,3
"49",2009100400,"CHI",28,17,21.5,4
"50",2009100401,"CLE",7,2,4.5,4
"51",2009100402,"HOU",5,16,20.5,4
"52",2009100403,"IND",6,12,14.5,4
"53",2009100404,"JAX",23,19,17.5,4
"54",2009100405,"KC",13,22,13.5,4
"55",2009100406,"NE",15,9,4.5,4
"56",2009100407,"WAS",18,4,0.5,4
"57",2009100408,"MIA",30,25,24.5,4
"58",2009100409,"NO",3,21,9.5,4
"59",2009100410,"DEN",27,29,4.5,4
"60",2009100411,"SF",24,32,29.5,4
"61",2009100412,"PIT",1,26,8.5,4
"62",2009100500,"MIN",31,14,5.5,4
"63",2009101100,"BAL",7,9,6.5,5
"64",2009101101,"BUF",2,25,5.5,5
