"","game_id","home_team","winning_team","losing_team","diff_abs","week"
"129",2014110206,"MIN",21,18,0.5,9
"130",2014110207,"SF",3,28,5.5,9
"131",2014110208,"NE",32,14,18.5,9
"132",2014110209,"SEA",1,26,3.5,9
"133",2014110210,"PIT",4,7,17.5,9
"134",2014110300,"NYG",29,20,18.5,9
"135",2014110600,"CIN",22,23,23.5,10
"136",2014110900,"BAL",7,19,11.5,10
"137",2014110901,"BUF",10,17,6.5,10
"138",2014110902,"DET",15,11,1.5,10
"139",2014110903,"JAX",13,31,16.5,10
"140",2014110904,"NO",28,30,5.5,10
"141",2014110905,"NYJ",6,4,4.5,10
"142",2014110906,"TB",2,12,12.5,10
"143",2014110907,"OAK",14,26,26.5,10
"144",2014110908,"ARI",16,3,12.5,10
"145",2014110909,"SEA",1,20,18.5,10
"146",2014110910,"GB",27,8,37.5,10
"147",2014111000,"PHI",5,24,19.5,10
"148",2014111300,"MIA",11,17,10.5,11
"149",2014111600,"CAR",2,24,4.5,11
"150",2014111601,"CHI",8,21,5.5,11
"151",2014111602,"CLE",9,22,18.5,11
"152",2014111603,"GB",27,5,28.5,11
"153",2014111604,"KC",10,1,1.5,11
"154",2014111605,"NO",23,30,19.5,11
"155",2014111606,"NYG",28,20,8.5,11
"156",2014111607,"LA",3,14,12.5,11
"157",2014111608,"WAS",12,18,21.5,11
"158",2014111609,"LAC",25,26,4.5,11
"159",2014111610,"ARI",16,15,5.5,11
"160",2014111611,"IND",32,29,24.5,11
"161",2014111700,"TEN",4,19,4.5,11
"162",2014112000,"OAK",26,10,1.5,12
"163",2014112300,"ATL",22,2,4.5,12
"164",2014112301,"BUF",17,6,31.5,12
"165",2014112302,"CHI",8,12,5.5,12
"166",2014112303,"HOU",23,9,12.5,12
"167",2014112304,"IND",29,31,17.5,12
"168",2014112305,"MIN",27,21,5.5,12
"169",2014112306,"NE",32,15,22.5,12
"170",2014112307,"PHI",5,19,22.5,12
"171",2014112308,"LAC",25,3,0.5,12
"172",2014112309,"SEA",1,16,13.5,12
"173",2014112310,"DEN",14,11,0.5,12
"174",2014112311,"SF",28,18,1.5,12
"175",2014112312,"NYG",13,20,5.5,12
"176",2014112400,"NO",7,30,8.5,12
"177",2014112700,"DET",15,8,14.5,13
"178",2014112701,"DAL",5,13,25.5,13
"179",2014112702,"SF",1,28,18.5,13
"180",2014113000,"BAL",25,7,3.5,13
"181",2014113001,"BUF",17,22,12.5,13
"182",2014113002,"HOU",9,19,22.5,13
"183",2014113003,"IND",29,18,18.5,13
"184",2014113004,"JAX",20,31,2.5,13
"185",2014113005,"MIN",21,24,13.5,13
"186",2014113006,"PIT",30,4,5.5,13
"187",2014113007,"LA",3,26,48.5,13
"188",2014113008,"TB",23,12,3.5,13
"189",2014113009,"ATL",2,16,9.5,13
"190",2014113010,"GB",27,32,2.5,13
"191",2014113011,"KC",14,10,15.5,13
"192",2014120100,"NYJ",11,6,5.5,13
"193",2014120400,"CHI",13,8,15.5,14
"194",2014120700,"CIN",4,23,23.5,14
"195",2014120701,"CLE",29,22,5.5,14
"196",2014120702,"DET",15,12,14.5,14
"197",2014120703,"JAX",9,31,16.5,14
"198",2014120704,"MIA",7,11,17.5,14
"199",2014120705,"MIN",21,6,2.5,14
"200",2014120706,"NO",24,30,33.5,14
"201",2014120707,"TEN",20,19,31.5,14
"202",2014120708,"WAS",3,18,25.5,14
"203",2014120709,"ARI",16,10,0.5,14
"204",2014120710,"DEN",14,17,4.5,14
"205",2014120711,"OAK",26,28,8.5,14
"206",2014120712,"PHI",1,5,12.5,14
"207",2014120713,"LAC",32,25,12.5,14
"208",2014120800,"GB",27,2,3.5,14
"209",2014121100,"LA",16,3,8.5,15
"210",2014121400,"ATL",4,2,8.5,15
"211",2014121401,"BAL",7,31,4.5,15
"212",2014121402,"BUF",17,27,4.5,15
"213",2014121403,"CAR",12,24,0.5,15
"214",2014121404,"CLE",23,22,32.5,15
"215",2014121405,"DET",21,15,0.5,15
"216",2014121406,"IND",29,9,5.5,15
"217",2014121407,"KC",10,26,14.5,15
"218",2014121408,"NE",32,11,24.5,15
"219",2014121409,"NYG",20,18,8.5,15
"220",2014121410,"LAC",14,25,14.5,15
"221",2014121411,"TEN",6,19,7.5,15
"222",2014121412,"SEA",1,28,7.5,15
"223",2014121413,"PHI",13,5,13.5,15
"224",2014121500,"CHI",30,8,18.5,15
"225",2014121800,"JAX",31,19,5.5,16
"226",2014122000,"WAS",18,5,0.5,16
"227",2014122001,"SF",25,28,5.5,16
"228",2014122100,"CAR",24,22,1.5,16
"229",2014122101,"CHI",15,8,8.5,16
"230",2014122102,"HOU",9,7,9.5,16
"231",2014122103,"MIA",21,11,0.5,16
"232",2014122104,"NO",2,30,17.5,16
"233",2014122105,"NYJ",32,6,3.5,16
"234",2014122106,"PIT",4,10,5.5,16
"235",2014122107,"TB",27,12,19.5,16
"236",2014122108,"LA",20,3,12.5,16
"237",2014122109,"DAL",13,29,32.5,16
"238",2014122110,"OAK",17,26,0.5,16
"239",2014122111,"ARI",1,16,31.5,16
"240",2014122200,"CIN",23,14,6.5,16
"241",2014122800,"ATL",24,2,31.5,17
"242",2014122801,"BAL",7,22,7.5,17
"243",2014122802,"GB",27,15,6.5,17
"244",2014122803,"HOU",9,31,4.5,17
"245",2014122804,"KC",10,25,9.5,17
"246",2014122805,"MIA",6,11,15.5,17
"247",2014122806,"MIN",21,8,1.5,17
"248",2014122807,"NE",17,32,10.5,17
"249",2014122808,"NYG",5,20,9.5,17
"250",2014122809,"PIT",4,23,6.5,17
"251",2014122810,"TB",30,12,5.5,17
"252",2014122811,"TEN",29,19,19.5,17
"253",2014122812,"WAS",13,18,28.5,17
"254",2014122813,"DEN",14,26,30.5,17
"255",2014122814,"SF",28,16,0.5,17
"256",2014122815,"SEA",1,3,10.5,17
