"","team_name","team_num"
"1","NYG",1
"2","CHI",2
"3","KC",3
"4","CLE",4
"5","NO",5
"6","DET",6
"7","TEN",7
"8","MIN",8
"9","NYJ",9
"10","HOU",10
"11","ARI",11
"12","GB",12
"13","TB",13
"14","DEN",14
"15","BAL",15
"16","OAK",16
"17","MIA",17
"18","JAX",18
"19","CIN",19
"20","BUF",20
"21","PHI",21
"22","CAR",22
"23","NE",23
"24","IND",24
"25","LA",25
"26","SEA",26
"27","PIT",27
"28","LAC",28
"29","SF",29
"30","ATL",30
"31","DAL",31
"32","WAS",32
