"","game_id","home_team","winning_team","losing_team","diff_abs","week"
"190",2016120411,"LAC",32,25,8.5,13
"191",2016120412,"SEA",11,18,30.5,13
"192",2016120500,"NYJ",13,5,33.5,13
"193",2016120800,"KC",7,26,4.5,14
"194",2016121100,"BUF",19,17,9.5,14
"195",2016121101,"CAR",18,25,9.5,14
"196",2016121102,"CLE",31,23,15.5,14
"197",2016121103,"DET",22,28,1.5,14
"198",2016121104,"IND",9,13,7.5,14
"199",2016121105,"JAX",27,10,11.5,14
"200",2016121106,"MIA",14,29,1.5,14
"201",2016121107,"PHI",15,4,7.5,14
"202",2016121108,"TB",32,6,2.5,14
"203",2016121109,"TEN",3,1,0.5,14
"204",2016121110,"SF",5,16,8.5,14
"205",2016121111,"GB",30,11,25.5,14
"206",2016121112,"LA",2,24,28.5,14
"207",2016121113,"NYG",20,12,0.5,14
"208",2016121200,"NE",21,8,4.5,14
"209",2016121500,"SEA",11,24,18.5,15
"210",2016121700,"NYJ",29,5,22.5,15
"211",2016121800,"BAL",4,8,1.5,15
"212",2016121801,"BUF",17,23,17.5,15
"213",2016121802,"CHI",30,28,5.5,15
"214",2016121803,"DAL",12,32,3.5,15
"215",2016121804,"HOU",9,10,4.5,15
"216",2016121805,"KC",3,7,4.5,15
"217",2016121806,"MIN",13,27,30.5,15
"218",2016121807,"NYG",20,22,8.5,15
"219",2016121808,"ARI",6,14,9.5,15
"220",2016121809,"ATL",2,16,25.5,15
"221",2016121810,"DEN",21,1,15.5,15
"222",2016121811,"LAC",26,25,5.5,15
"223",2016121812,"CIN",19,31,6.5,15
"224",2016121900,"WAS",18,15,13.5,15
"225",2016122200,"PHI",4,20,1.5,16
"226",2016122400,"BUF",29,17,5.5,16
"227",2016122401,"CAR",2,18,19.5,16
"228",2016122402,"CHI",15,28,22.5,16
"229",2016122403,"CLE",23,25,0.5,16
"230",2016122404,"GB",30,27,10.5,16
"231",2016122405,"JAX",10,3,17.5,16
"232",2016122406,"NE",21,5,35.5,16
"233",2016122407,"NO",6,32,4.5,16
"234",2016122408,"OAK",26,13,5.5,16
"235",2016122409,"LA",16,24,3.5,16
"236",2016122410,"SEA",14,11,5.5,16
"237",2016122411,"HOU",31,9,0.5,16
