"","game_id","home_team","winning_team","losing_team","diff_abs","week"
"1",2018090600,"PHI",1,18,3.5,1
"2",2018090900,"BAL",2,24,41.5,1
"3",2018090901,"CLE",22,9,2.5,1
"4",2018090902,"IND",17,8,12.5,1
"5",2018090903,"MIA",7,20,4.5,1
"6",2018090904,"MIN",6,25,4.5,1
"7",2018090905,"NE",5,30,4.5,1
"8",2018090906,"NO",21,4,9.5,1
"9",2018090907,"NYG",27,3,6.5,1
"10",2018090908,"LAC",31,10,11.5,1
"11",2018090909,"ARI",19,13,20.5,1
"12",2018090910,"CAR",12,28,5.5,1
"13",2018090911,"DEN",11,32,0.5,1
"14",2018090912,"GB",29,14,0.5,1
"15",2018091000,"DET",23,15,32.5,1
"16",2018091001,"OAK",26,16,21.5,1
"17",2018091300,"CIN",17,2,8.5,2
"18",2018091600,"ATL",18,12,4.5,2
"19",2018091601,"BUF",10,24,13.5,2
"20",2018091602,"GB",6,14,3.5,2
"21",2018091603,"NO",4,9,0.5,2
"22",2018091604,"NYJ",7,23,10.5,2
"23",2018091605,"PIT",31,22,7.5,2
"24",2018091606,"TB",21,1,3.5,2
"25",2018091607,"TEN",20,30,0.5,2
"26",2018091608,"WAS",8,19,14.5,2
"27",2018091609,"LA",26,13,31.5,2
"28",2018091610,"SF",25,15,0.5,2
"29",2018091611,"DEN",16,11,1.5,2
"30",2018091612,"JAX",27,5,8.5,2
"31",2018091613,"DAL",28,3,4.5,2
"32",2018091700,"CHI",29,32,3.5,2
"33",2018092000,"CLE",9,23,1.5,3
"34",2018092300,"ATL",4,18,8.5,3
"35",2018092301,"BAL",2,11,10.5,3
"36",2018092302,"CAR",12,17,7.5,3
"37",2018092303,"HOU",3,30,7.5,3
"38",2018092304,"JAX",20,27,5.5,3
"39",2018092305,"KC",31,25,8.5,3
"40",2018092306,"MIA",7,16,5.5,3
"41",2018092307,"MIN",24,6,23.5,3
"42",2018092308,"PHI",1,8,1.5,3
"43",2018092309,"WAS",19,14,11.5,3
"44",2018092310,"LA",26,10,8.5,3
