"","game_id","home_team","winning_team","losing_team","diff_abs","week"
"1",2011090800,"GB",1,20,6.5,1
"2",2011091100,"BAL",2,19,25.5,1
"3",2011091101,"CLE",28,9,12.5,1
"4",2011091102,"HOU",8,24,23.5,1
"5",2011091103,"JAX",23,7,0.5,1
"6",2011091104,"KC",18,6,36.5,1
"7",2011091105,"CHI",5,26,14.5,1
"8",2011091106,"TB",17,4,10.5,1
"9",2011091107,"LA",29,3,19.5,1
"10",2011091108,"WAS",13,27,10.5,1
"11",2011091109,"ARI",12,21,3.5,1
"12",2011091110,"SF",11,31,12.5,1
"13",2011091111,"LAC",10,22,4.5,1
"14",2011091112,"NYJ",32,14,0.5,1
"15",2011091200,"MIA",25,15,16.5,1
"16",2011091201,"DEN",30,16,6.5,1
"17",2011091800,"DET",17,6,42.5,2
"18",2011091801,"BUF",18,30,0.5,2
"19",2011091802,"TEN",23,2,10.5,2
"20",2011091803,"NYJ",14,7,26.5,2
"21",2011091804,"IND",9,24,10.5,2
"22",2011091805,"WAS",12,13,1.5,2
"23",2011091806,"MIN",4,22,6.5,2
"24",2011091807,"CAR",1,21,9.5,2
"25",2011091808,"NO",20,5,14.5,2
"26",2011091809,"PIT",19,31,21.5,2
"27",2011091810,"SF",32,11,5.5,2
"28",2011091811,"NE",25,10,11.5,2
"29",2011091812,"DEN",28,16,0.5,2
"30",2011091813,"MIA",8,15,12.5,2
"31",2011091814,"ATL",26,29,1.5,2
"32",2011091900,"NYG",27,3,8.5,2
"33",2011092500,"CAR",21,7,3.5,3
"34",2011092501,"NO",20,8,4.5,3
"35",2011092502,"BUF",25,18,0.5,3
"36",2011092503,"CLE",15,9,1.5,3
"37",2011092504,"TEN",23,16,0.5,3
"38",2011092505,"PHI",27,29,15.5,3
"39",2011092506,"MIN",17,22,5.5,3
"40",2011092507,"CIN",11,28,7.5,3
"41",2011092508,"OAK",30,14,7.5,3
"42",2011092509,"LAC",10,6,0.5,3
"43",2011092510,"LA",2,3,31.5,3
"44",2011092511,"CHI",1,5,12.5,3
"45",2011092512,"SEA",31,12,0.5,3
"46",2011092513,"TB",4,26,0.5,3
"47",2011092514,"IND",19,24,5.5,3
"48",2011092600,"DAL",13,32,0.5,3
"49",2011100200,"CIN",28,18,1.5,4
"50",2011100201,"CLE",23,9,19.5,4
"51",2011100202,"HOU",8,19,4.5,4
"52",2011100203,"DAL",17,32,4.5,4
"53",2011100204,"PHI",11,29,3.5,4
"54",2011100205,"CHI",5,21,0.5,4
"55",2011100206,"LA",13,3,9.5,4
"56",2011100207,"JAX",20,7,15.5,4
"57",2011100208,"KC",6,22,2.5,4
"58",2011100209,"ARI",27,12,6.5,4
"59",2011100210,"SEA",26,31,4.5,4
"60",2011100211,"GB",1,16,22.5,4
"61",2011100212,"OAK",25,30,14.5,4
"62",2011100213,"LAC",10,15,7.5,4
"63",2011100214,"BAL",2,14,12.5,4
"64",2011100300,"TB",4,24,4.5,4
"65",2011100900,"PIT",19,23,18.5,5
"66",2011100901,"HOU",30,8,4.5,5
"67",2011100902,"IND",6,24,6.5,5
"68",2011100903,"JAX",28,7,11.5,5
"69",2011100904,"NYG",31,27,12.5,5
"70",2011100905,"MIN",22,12,21.5,5
"71",2011100906,"CAR",20,21,5.5,5
"72",2011100907,"BUF",18,29,3.5,5
"73",2011100908,"SF",11,4,41.5,5
"74",2011100909,"NE",25,14,6.5,5
"75",2011100910,"DEN",10,16,8.5,5
"76",2011100911,"ATL",1,26,13.5,5
"77",2011101000,"DET",17,5,8.5,5
"78",2011101600,"NYG",27,18,0.5,6
"79",2011101601,"CIN",28,24,6.5,6
"80",2011101602,"PIT",19,7,1.5,6
"81",2011101603,"WAS",29,13,9.5,6
"82",2011101604,"DET",11,17,8.5,6
"83",2011101605,"GB",1,3,18.5,6
"84",2011101606,"ATL",26,21,11.5,6
"85",2011101607,"OAK",30,9,4.5,6
"86",2011101608,"BAL",2,8,12.5,6
"87",2011101609,"TB",4,20,3.5,6
"88",2011101610,"NE",25,32,1.5,6
"89",2011101611,"CHI",5,22,26.5,6
"90",2011101700,"NYJ",14,15,14.5,6
"91",2011102300,"MIA",16,15,5.5,7
"92",2011102301,"NYJ",14,10,4.5,7
"93",2011102302,"TEN",8,23,35.5,7
"94",2011102303,"DET",26,17,9.5,7
"95",2011102304,"CAR",21,13,10.5,7
"96",2011102305,"TB",5,4,8.5,7
"97",2011102306,"CLE",9,31,0.5,7
"98",2011102307,"ARI",19,12,14.5,7
"99",2011102308,"OAK",6,30,28.5,7
"100",2011102309,"MIN",1,22,8.5,7
"101",2011102310,"DAL",32,3,24.5,7
"102",2011102311,"NO",20,24,51.5,7
"103",2011102400,"JAX",7,2,2.5,7
"104",2011103000,"NYG",27,15,0.5,8
"105",2011103001,"HOU",8,7,7.5,8
"106",2011103002,"TEN",23,24,13.5,8
"107",2011103003,"CAR",22,21,5.5,8
"108",2011103004,"LA",3,20,7.5,8
"109",2011103005,"BAL",2,12,1.5,8
"110",2011103006,"DEN",17,16,35.5,8
"111",2011103007,"BUF",18,13,20.5,8
"112",2011103008,"PIT",19,25,5.5,8
"113",2011103009,"SF",11,9,7.5,8
"114",2011103010,"SEA",28,31,22.5,8
"115",2011103011,"PHI",29,32,24.5,8
"116",2011103100,"KC",6,10,0.5,8
"117",2011110600,"BUF",14,18,18.5,9
"118",2011110601,"HOU",8,9,15.5,9
"119",2011110602,"KC",15,6,30.5,9
"120",2011110603,"DAL",32,31,7.5,9
"121",2011110604,"WAS",11,13,10.5,9
"122",2011110605,"NO",20,4,8.5,9
"123",2011110606,"IND",26,24,27.5,9
"124",2011110607,"OAK",16,30,15.5,9
"125",2011110608,"TEN",28,23,9.5,9
"126",2011110609,"NE",27,25,6.5,9
"127",2011110610,"LAC",1,10,7.5,9
