"","team_name","team_num"
"1","DEN",1
"2","ATL",2
"3","TEN",3
"4","PHI",4
"5","NYJ",5
"6","NO",6
"7","KC",7
"8","BAL",8
"9","HOU",9
"10","JAX",10
"11","SEA",11
"12","DAL",12
"13","IND",13
"14","ARI",14
"15","WAS",15
"16","SF",16
"17","BUF",17
"18","CAR",18
"19","PIT",19
"20","NYG",20
"21","NE",21
"22","DET",22
"23","CLE",23
"24","LA",24
"25","LAC",25
"26","OAK",26
"27","MIN",27
"28","CHI",28
"29","MIA",29
"30","GB",30
"31","CIN",31
"32","TB",32
