"","team_name","team_num"
"1","NO",1
"2","TB",2
"3","PIT",3
"4","CHI",4
"5","NYG",5
"6","TEN",6
"7","JAX",7
"8","BUF",8
"9","NE",9
"10","HOU",10
"11","PHI",11
"12","LA",12
"13","SEA",13
"14","WAS",14
"15","NYJ",15
"16","KC",16
"17","GB",17
"18","CIN",18
"19","CAR",19
"20","ATL",20
"21","DET",21
"22","DAL",22
"23","MIN",23
"24","CLE",24
"25","OAK",25
"26","DEN",26
"27","LAC",27
"28","IND",28
"29","SF",29
"30","BAL",30
"31","ARI",31
"32","MIA",32
