"","game_id","home_team","winning_team","losing_team","diff_abs","week"
"95",2015102502,"MIA",30,3,14.5,7
"96",2015102503,"NE",1,4,4.5,7
"97",2015102504,"KC",17,19,7.5,7
"98",2015102505,"WAS",11,6,0.5,7
"99",2015102506,"DET",21,32,11.5,7
"100",2015102507,"IND",20,27,8.5,7
"101",2015102508,"TEN",15,28,5.5,7
"102",2015102509,"LAC",12,10,10.5,7
"103",2015102510,"NYG",24,14,3.5,7
"104",2015102511,"CAR",18,25,8.5,7
"105",2015102600,"ARI",9,29,5.5,7
"106",2015102900,"NE",1,30,26.5,8
"107",2015110100,"KC",17,32,32.5,8
"108",2015110101,"BAL",29,10,0.5,8
"109",2015110102,"PIT",22,19,8.5,8
"110",2015110103,"HOU",3,28,11.5,8
"111",2015110104,"CHI",21,2,4.5,8
"112",2015110105,"ATL",11,15,5.5,8
"113",2015110106,"NO",20,24,1.5,8
"114",2015110107,"LA",8,16,18.5,8
"115",2015110108,"CLE",9,23,16.5,8
"116",2015110109,"OAK",12,4,11.5,8
"117",2015110110,"DAL",31,14,3.5,8
"118",2015110111,"DEN",13,26,16.5,8
"119",2015110200,"CAR",18,27,0.5,8
"120",2015110500,"CIN",22,23,18.5,9
"121",2015110800,"MIN",21,8,0.5,9
"122",2015110801,"CAR",18,26,5.5,9
"123",2015110802,"NE",1,6,14.5,9
"124",2015110803,"NO",28,20,8.5,9
"125",2015110804,"BUF",5,30,13.5,9
"126",2015110805,"NYJ",4,7,2.5,9
"127",2015110806,"PIT",19,12,0.5,9
"128",2015110807,"TB",24,11,16.5,9
"129",2015110808,"SF",15,16,1.5,9
"130",2015110809,"IND",27,13,1.5,9
"131",2015110810,"DAL",25,14,7.5,9
"132",2015110900,"LAC",2,10,5.5,9
"133",2015111200,"NYJ",5,4,7.5,10
"134",2015111500,"WAS",6,20,29.5,10
"135",2015111501,"GB",32,26,4.5,10
"136",2015111502,"TB",11,14,1.5,10
"137",2015111503,"TEN",18,28,19.5,10
"138",2015111504,"LA",2,8,26.5,10
"139",2015111505,"PHI",30,25,3.5,10
"140",2015111506,"BAL",7,29,4.5,10
"141",2015111507,"PIT",19,23,18.5,10
"142",2015111508,"OAK",21,12,18.5,10
"143",2015111509,"NYG",1,24,3.5,10
"144",2015111510,"DEN",17,13,18.5,10
"145",2015111511,"SEA",9,31,9.5,10
"146",2015111600,"CIN",3,22,6.5,10
"147",2015111900,"JAX",7,28,3.5,11
"148",2015112200,"CHI",13,2,4.5,11
"149",2015112201,"DET",32,12,2.5,11
"150",2015112202,"ATL",27,15,4.5,11
"151",2015112203,"HOU",3,4,4.5,11
"152",2015112204,"PHI",11,25,29.5,11
"153",2015112205,"MIN",26,21,19.5,11
"154",2015112206,"CAR",18,6,25.5,11
"155",2015112207,"MIA",14,30,11.5,11
"156",2015112208,"BAL",29,8,0.5,11
"157",2015112209,"ARI",9,22,0.5,11
"158",2015112210,"SEA",31,16,13.5,11
"159",2015112211,"LAC",17,10,31.5,11
"160",2015112300,"NE",1,5,4.5,11
"161",2015112600,"DET",32,25,28.5,12
"162",2015112601,"DAL",18,14,19.5,12
"163",2015112602,"GB",2,26,6.5,12
"164",2015112900,"WAS",6,24,3.5,12
"165",2015112901,"ATL",21,15,12.5,12
"166",2015112902,"CIN",22,8,20.5,12
"167",2015112903,"HOU",3,20,15.5,12
"168",2015112904,"IND",27,11,10.5,12
"169",2015112905,"NYJ",4,30,15.5,12
"170",2015112906,"JAX",10,7,8.5,12
"171",2015112907,"TEN",12,28,5.5,12
"172",2015112908,"KC",17,5,5.5,12
"173",2015112909,"SF",9,16,8.5,12
"174",2015112910,"SEA",31,19,6.5,12
"175",2015112911,"DEN",13,1,3.5,12
"176",2015113000,"CLE",29,23,8.5,12
"177",2015120300,"DET",26,32,6.5,13
"178",2015120600,"NYG",4,24,6.5,13
"179",2015120601,"BUF",5,3,6.5,13
"180",2015120602,"MIA",29,30,2.5,13
"181",2015120603,"CLE",22,23,36.5,13
"182",2015120604,"TEN",7,28,0.5,13
"183",2015120605,"CHI",16,2,8.5,13
"184",2015120606,"MIN",31,21,33.5,13
"185",2015120607,"NO",18,20,8.5,13
"186",2015120608,"TB",11,15,1.5,13
"187",2015120609,"LA",9,8,26.5,13
"188",2015120610,"OAK",17,12,14.5,13
"189",2015120611,"LAC",13,10,15.5,13
"190",2015120612,"NE",25,1,6.5,13
"191",2015120613,"PIT",19,27,31.5,13
"192",2015120700,"WAS",14,6,5.5,13
"193",2015121000,"ARI",9,21,0.5,14
"194",2015121300,"PHI",25,5,0.5,14
"195",2015121301,"NYJ",4,28,19.5,14
"196",2015121302,"CIN",19,22,14.5,14
"197",2015121303,"HOU",1,3,23.5,14
"198",2015121304,"JAX",7,27,32.5,14
"199",2015121305,"KC",17,10,4.5,14
"200",2015121306,"CHI",6,2,5.5,14
"201",2015121307,"CAR",18,15,35.5,14
"202",2015121308,"TB",20,11,9.5,14
"203",2015121309,"LA",8,32,3.5,14
"204",2015121310,"CLE",23,16,11.5,14
"205",2015121311,"DEN",12,13,5.5,14
"206",2015121312,"GB",26,14,18.5,14
"207",2015121313,"BAL",31,29,31.5,14
"208",2015121400,"MIA",24,30,9.5,14
"209",2015121700,"LA",8,11,5.5,15
"210",2015121900,"DAL",4,14,5.5,15
"211",2015122000,"NYG",18,24,5.5,15
"212",2015122001,"PHI",9,25,24.5,15
"213",2015122002,"MIN",21,2,18.5,15
"214",2015122003,"JAX",15,7,8.5,15
"215",2015122004,"IND",3,27,8.5,15
"216",2015122005,"NE",1,28,13.5,15
"217",2015122006,"BAL",17,29,20.5,15
"218",2015122007,"WAS",6,5,7.5,15
"219",2015122008,"SEA",31,23,14.5,15
"220",2015122009,"OAK",26,12,11.5,15
"221",2015122010,"PIT",19,13,4.5,15
"222",2015122011,"LAC",10,30,13.5,15
"223",2015122012,"SF",22,16,12.5,15
"224",2015122100,"NO",32,20,10.5,15
"225",2015122400,"OAK",12,10,0.5,16
"226",2015122600,"PHI",6,25,15.5,16
"227",2015122700,"NO",20,7,8.5,16
"228",2015122701,"MIA",27,30,8.5,16
"229",2015122702,"NYJ",4,1,4.5,16
"230",2015122703,"TEN",3,28,29.5,16
"231",2015122704,"KC",17,23,1.5,16
"232",2015122705,"DET",32,16,12.5,16
"233",2015122706,"MIN",21,24,29.5,16
"234",2015122707,"ATL",15,18,4.5,16
"235",2015122708,"TB",2,11,7.5,16
"236",2015122709,"BUF",5,14,7.5,16
"237",2015122710,"ARI",9,26,25.5,16
"238",2015122711,"SEA",8,31,7.5,16
"239",2015122712,"BAL",29,19,0.5,16
"240",2015122800,"DEN",13,22,0.5,16
"241",2016010300,"BUF",5,4,2.5,17
"242",2016010301,"MIA",30,1,7.5,17
"243",2016010302,"CIN",22,29,5.5,17
"244",2016010303,"CLE",19,23,18.5,17
"245",2016010304,"HOU",3,7,20.5,17
"246",2016010305,"IND",27,28,2.5,17
"247",2016010306,"KC",17,12,4.5,17
"248",2016010307,"DAL",6,14,13.5,17
"249",2016010308,"NYG",25,24,6.5,17
"250",2016010309,"CHI",32,2,6.5,17
"251",2016010310,"GB",21,26,8.5,17
"252",2016010311,"ATL",20,15,5.5,17
"253",2016010312,"CAR",18,11,25.5,17
"254",2016010313,"DEN",13,10,4.5,17
"255",2016010314,"ARI",31,9,32.5,17
"256",2016010315,"SF",16,8,0.5,17
